,character,text,scene,movie
999,PIPPIN,Merry! Merry? Wake up,Scene 4 ~ The Uruk-hai,The Two Towers
1000,PIPPIN,My friend is sick.He needs water. Please!,Scene 4 ~ The Uruk-hai,The Two Towers
1001,URUK HAI,"Sick, is he?Give him some medicine, boys!",Scene 4 ~ The Uruk-hai,The Two Towers
1002,PIPPIN,Stop it!,Scene 4 ~ The Uruk-hai,The Two Towers
1003,URUK HAI,Can't take his draught!,Scene 4 ~ The Uruk-hai,The Two Towers
1004,PIPPIN,Leave him alone!,Scene 4 ~ The Uruk-hai,The Two Towers
1005,URUK HAI,Why?You want some?,Scene 4 ~ The Uruk-hai,The Two Towers
1006,URUK HAI,Then keep your mouth shut.,Scene 4 ~ The Uruk-hai,The Two Towers
1007,PIPPIN,Merry.,Scene 4 ~ The Uruk-hai,The Two Towers
1008,MERRY," Hello, Pip.",Scene 4 ~ The Uruk-hai,The Two Towers
1009,PIPPIN,You're hurt.,Scene 4 ~ The Uruk-hai,The Two Towers
1010,MERRY,I'm fine. lt was just an act.,Scene 4 ~ The Uruk-hai,The Two Towers
1011,PIPPIN,An act?,Scene 4 ~ The Uruk-hai,The Two Towers
1012,MERRY,"See? I fooled you too.Don't worry about me, Pippin.",Scene 4 ~ The Uruk-hai,The Two Towers
1013,UGLUK,What is it? What do you smell?,Scene 4 ~ The Uruk-hai,The Two Towers
1014,URUK HAI,Man-flesh,Scene 4 ~ The Uruk-hai,The Two Towers
1015,UGLUK,They've picked up our trail.,Scene 4 ~ The Uruk-hai,The Two Towers
1016,PIPPIN, Aragorn.,Scene 4 ~ The Uruk-hai,The Two Towers
1017,UGLUK,Let's move!,Scene 4 ~ The Uruk-hai,The Two Towers
1018,ARGORN,Their pace has quickened.They must have caught our scent.Hurry!,"Scene 5 ~ The Three Hunters


The scene changes to Aragorn lying with his ear to a rock",The Two Towers
1019,LEGOLAS,"Come on, Gimli!","Scene 5 ~ The Three Hunters


The scene changes to Aragorn lying with his ear to a rock",The Two Towers
1020,GIMLI," Three days and nights pursuit.No food. No rest.And no sign of our quarry,but what bare rock can tell.","Scene 5 ~ The Three Hunters


The scene changes to Aragorn lying with his ear to a rock",The Two Towers
1021,ARAGORN,Not idly do the leaves of Lorien fall.,"Scene 5 ~ The Three Hunters


The scene changes to Aragorn lying with his ear to a rock",The Two Towers
1022,LEGOLAS, They may yet be alive.,"Scene 5 ~ The Three Hunters


The scene changes to Aragorn lying with his ear to a rock",The Two Towers
1023,ARGORN,Less than a day ahead of us. Come.,"Scene 5 ~ The Three Hunters


The scene changes to Aragorn lying with his ear to a rock",The Two Towers
1024,LEGOLAS,"Come, Gimli! We're gaining on them!","Scene 5 ~ The Three Hunters


The scene changes to Aragorn lying with his ear to a rock",The Two Towers
1025,GIMLI,I'm wasted on cross-country.We Dwarves are natural sprinters.Very dangerous over short distances.,"Scene 5 ~ The Three Hunters


The scene changes to Aragorn lying with his ear to a rock",The Two Towers
